Date,Production_Line,Machine_ID,Product,Target_Production,Actual_Production,Defective_Units,Downtime_Minutes,Operating_Hours
2025-11-26,Line 1,M101,Product D,935,727,29,158,5.37
2025-11-26,Line 1,M102,Product C,978,960,75,125,5.92
2025-11-26,Line 2,M201,Product B,818,846,45,108,6.2
2025-11-26,Line 2,M202,Product B,1075,989,64,98,6.37
2025-11-26,Line 3,M301,Product C,906,772,39,151,5.48
2025-11-26,Line 3,M302,Product C,846,764,20,76,6.73
2025-11-26,Line 4,M401,Product B,1039,860,67,39,7.35
2025-11-26,Line 4,M402,Product B,1043,825,45,92,6.47
2025-11-27,Line 1,M101,Product C,1088,939,13,92,6.47
2025-11-27,Line 1,M102,Product A,1122,962,10,50,7.17
2025-11-27,Line 2,M201,Product D,1043,886,49,35,7.42
2025-11-27,Line 2,M202,Product B,983,827,37,149,5.52
2025-11-27,Line 3,M301,Product B,1185,896,66,161,5.32
2025-11-27,Line 3,M302,Product D,1174,1021,41,74,6.77
2025-11-27,Line 4,M401,Product C,1107,942,60,86,6.57
2025-11-27,Line 4,M402,Product A,919,899,21,117,6.05
2025-11-28,Line 1,M101,Product D,1196,993,60,161,5.32
2025-11-28,Line 1,M102,Product A,883,797,26,162,5.3
2025-11-28,Line 2,M201,Product B,1090,1063,26,179,5.02
2025-11-28,Line 2,M202,Product C,827,860,27,46,7.23
2025-11-28,Line 3,M301,Product C,1034,898,66,10,7.83
2025-11-28,Line 3,M302,Product B,902,915,47,88,6.53
2025-11-28,Line 4,M401,Product A,894,733,20,121,5.98
2025-11-28,Line 4,M402,Product A,1170,963,56,11,7.82
2025-11-29,Line 1,M101,Product D,881,751,37,150,5.5
2025-11-29,Line 1,M102,Product D,1157,941,69,106,6.23
2025-11-29,Line 2,M201,Product D,1161,955,21,109,6.18
2025-11-29,Line 2,M202,Product B,962,941,26,112,6.13
2025-11-29,Line 3,M301,Product C,944,940,63,162,5.3
2025-11-29,Line 3,M302,Product D,1073,827,39,160,5.33
2025-11-29,Line 4,M401,Product A,913,927,31,70,6.83
2025-11-29,Line 4,M402,Product C,985,839,60,10,7.83
2025-11-30,Line 1,M101,Product D,839,791,15,137,5.72
2025-11-30,Line 1,M102,Product B,822,668,33,33,7.45
2025-11-30,Line 2,M201,Product C,996,942,63,48,7.2
2025-11-30,Line 2,M202,Product C,959,830,60,133,5.78
2025-11-30,Line 3,M301,Product A,933,968,62,55,7.08
2025-11-30,Line 3,M302,Product B,1003,957,22,129,5.85
2025-11-30,Line 4,M401,Product A,977,933,21,177,5.05
2025-11-30,Line 4,M402,Product D,806,643,14,157,5.38
2025-12-01,Line 1,M101,Product D,1151,1020,72,177,5.05
2025-12-01,Line 1,M102,Product D,1016,997,47,118,6.03
2025-12-01,Line 2,M201,Product C,1179,1108,88,125,5.92
2025-12-01,Line 2,M202,Product C,1199,1069,52,146,5.57
2025-12-01,Line 3,M301,Product C,857,844,35,146,5.57
2025-12-01,Line 3,M302,Product D,1145,886,8,96,6.4
2025-12-01,Line 4,M401,Product C,901,814,47,126,5.9
2025-12-01,Line 4,M402,Product D,824,732,9,41,7.32
2025-12-02,Line 1,M101,Product D,1035,890,55,74,6.77
2025-12-02,Line 1,M102,Product D,972,925,12,148,5.53
2025-12-02,Line 2,M201,Product C,891,746,33,14,7.77
2025-12-02,Line 2,M202,Product D,966,810,10,162,5.3
2025-12-02,Line 3,M301,Product A,982,952,59,73,6.78
2025-12-02,Line 3,M302,Product B,843,767,15,47,7.22
2025-12-02,Line 4,M401,Product D,1020,1038,54,127,5.88
2025-12-02,Line 4,M402,Product B,1175,1170,83,127,5.88
2025-12-03,Line 1,M101,Product A,839,711,9,47,7.22
2025-12-03,Line 1,M102,Product A,995,899,18,96,6.4
2025-12-03,Line 2,M201,Product C,1016,884,19,75,6.75
2025-12-03,Line 2,M202,Product A,1021,1061,34,156,5.4
2025-12-03,Line 3,M301,Product C,955,892,39,22,7.63
2025-12-03,Line 3,M302,Product C,1093,974,64,80,6.67
2025-12-03,Line 4,M401,Product B,941,847,10,164,5.27
2025-12-03,Line 4,M402,Product D,892,850,25,11,7.82
2025-12-04,Line 1,M101,Product D,906,684,32,178,5.03
2025-12-04,Line 1,M102,Product B,940,780,45,172,5.13
2025-12-04,Line 2,M201,Product C,849,693,7,93,6.45
2025-12-04,Line 2,M202,Product B,832,776,53,165,5.25
2025-12-04,Line 3,M301,Product D,1101,964,51,148,5.53
2025-12-04,Line 3,M302,Product D,1043,1073,11,97,6.38
2025-12-04,Line 4,M401,Product C,963,822,36,48,7.2
2025-12-04,Line 4,M402,Product D,1180,1061,78,53,7.12
2025-12-05,Line 1,M101,Product D,930,809,50,156,5.4
2025-12-05,Line 1,M102,Product A,1123,1006,54,31,7.48
2025-12-05,Line 2,M201,Product B,1182,1235,59,87,6.55
2025-12-05,Line 2,M202,Product C,1184,1000,69,17,7.72
2025-12-05,Line 3,M301,Product B,1119,1035,55,154,5.43
2025-12-05,Line 3,M302,Product D,1012,1061,12,82,6.63
2025-12-05,Line 4,M401,Product D,920,793,41,43,7.28
2025-12-05,Line 4,M402,Product D,1110,1148,26,34,7.43
2025-12-06,Line 1,M101,Product D,911,740,14,156,5.4
2025-12-06,Line 1,M102,Product C,891,899,59,150,5.5
2025-12-06,Line 2,M201,Product D,980,955,62,163,5.28
2025-12-06,Line 2,M202,Product C,963,944,22,180,5.0
2025-12-06,Line 3,M301,Product C,1057,962,59,67,6.88
2025-12-06,Line 3,M302,Product D,1053,1028,46,125,5.92
2025-12-06,Line 4,M401,Product B,890,774,7,146,5.57
2025-12-06,Line 4,M402,Product C,1190,1058,32,35,7.42
2025-12-07,Line 1,M101,Product D,1097,1037,63,115,6.08
2025-12-07,Line 1,M102,Product B,1125,853,22,45,7.25
2025-12-07,Line 2,M201,Product A,1106,1018,62,15,7.75
2025-12-07,Line 2,M202,Product C,1112,917,69,33,7.45
2025-12-07,Line 3,M301,Product C,811,789,63,177,5.05
2025-12-07,Line 3,M302,Product D,1082,977,33,51,7.15
2025-12-07,Line 4,M401,Product D,988,955,39,54,7.1
2025-12-07,Line 4,M402,Product D,1164,1194,52,43,7.28
2025-12-08,Line 1,M101,Product C,833,848,21,157,5.38
2025-12-08,Line 1,M102,Product D,1035,852,46,123,5.95
2025-12-08,Line 2,M201,Product B,890,927,73,174,5.1
2025-12-08,Line 2,M202,Product A,1109,1110,31,72,6.8
2025-12-08,Line 3,M301,Product D,1169,1214,12,18,7.7
2025-12-08,Line 3,M302,Product D,1066,1117,60,28,7.53
2025-12-08,Line 4,M401,Product D,933,947,24,165,5.25
2025-12-08,Line 4,M402,Product A,1024,915,16,84,6.6
2025-12-09,Line 1,M101,Product D,1171,1148,57,112,6.13
2025-12-09,Line 1,M102,Product D,1019,1004,23,47,7.22
2025-12-09,Line 2,M201,Product C,1188,1185,25,53,7.12
2025-12-09,Line 2,M202,Product C,1011,957,27,72,6.8
2025-12-09,Line 3,M301,Product D,907,752,28,174,5.1
2025-12-09,Line 3,M302,Product A,1034,1054,72,72,6.8
2025-12-09,Line 4,M401,Product C,975,817,36,94,6.43
2025-12-09,Line 4,M402,Product D,1158,958,44,162,5.3
2025-12-10,Line 1,M101,Product A,1189,941,75,83,6.62
2025-12-10,Line 1,M102,Product A,913,925,55,84,6.6
2025-12-10,Line 2,M201,Product C,1166,929,48,131,5.82
2025-12-10,Line 2,M202,Product D,1144,959,25,47,7.22
2025-12-10,Line 3,M301,Product C,996,823,22,17,7.72
2025-12-10,Line 3,M302,Product B,1098,923,10,76,6.73
2025-12-10,Line 4,M401,Product C,1169,1055,76,113,6.12
2025-12-10,Line 4,M402,Product D,1116,1138,55,174,5.1
2025-12-11,Line 1,M101,Product B,1100,1106,51,143,5.62
2025-12-11,Line 1,M102,Product C,993,1002,72,175,5.08
2025-12-11,Line 2,M201,Product B,1068,955,70,107,6.22
2025-12-11,Line 2,M202,Product A,1142,1180,54,67,6.88
2025-12-11,Line 3,M301,Product C,905,739,24,165,5.25
2025-12-11,Line 3,M302,Product A,1132,915,72,127,5.88
2025-12-11,Line 4,M401,Product A,1182,1186,78,68,6.87
2025-12-11,Line 4,M402,Product B,986,935,60,170,5.17
2025-12-12,Line 1,M101,Product A,968,873,25,151,5.48
2025-12-12,Line 1,M102,Product A,828,731,40,73,6.78
2025-12-12,Line 2,M201,Product B,931,920,32,176,5.07
2025-12-12,Line 2,M202,Product B,916,876,37,55,7.08
2025-12-12,Line 3,M301,Product A,1111,921,44,33,7.45
2025-12-12,Line 3,M302,Product B,1175,1174,19,43,7.28
2025-12-12,Line 4,M401,Product C,831,675,21,159,5.35
2025-12-12,Line 4,M402,Product D,1037,808,64,23,7.62
2025-12-13,Line 1,M101,Product C,1124,867,38,39,7.35
2025-12-13,Line 1,M102,Product D,842,751,13,148,5.53
2025-12-13,Line 2,M201,Product B,1106,991,10,158,5.37
2025-12-13,Line 2,M202,Product D,857,827,36,174,5.1
2025-12-13,Line 3,M301,Product B,1101,1091,68,10,7.83
2025-12-13,Line 3,M302,Product C,1186,1034,44,136,5.73
2025-12-13,Line 4,M401,Product B,968,873,40,82,6.63
2025-12-13,Line 4,M402,Product C,935,944,40,97,6.38
2025-12-14,Line 1,M101,Product C,1147,1053,49,170,5.17
2025-12-14,Line 1,M102,Product D,857,893,31,134,5.77
2025-12-14,Line 2,M201,Product A,963,980,74,130,5.83
2025-12-14,Line 2,M202,Product D,883,709,55,120,6.0
2025-12-14,Line 3,M301,Product C,848,871,36,97,6.38
2025-12-14,Line 3,M302,Product B,899,884,56,69,6.85
2025-12-14,Line 4,M401,Product B,957,861,28,145,5.58
2025-12-14,Line 4,M402,Product D,852,814,47,63,6.95
2025-12-15,Line 1,M101,Product B,965,769,56,111,6.15
2025-12-15,Line 1,M102,Product B,880,821,18,93,6.45
2025-12-15,Line 2,M201,Product D,1134,1052,63,78,6.7
2025-12-15,Line 2,M202,Product B,934,832,62,87,6.55
2025-12-15,Line 3,M301,Product C,874,735,53,100,6.33
2025-12-15,Line 3,M302,Product C,1030,867,44,110,6.17
2025-12-15,Line 4,M401,Product D,802,784,32,24,7.6
2025-12-15,Line 4,M402,Product D,981,925,26,126,5.9
2025-12-16,Line 1,M101,Product C,809,805,20,63,6.95
2025-12-16,Line 1,M102,Product C,950,949,12,92,6.47
2025-12-16,Line 2,M201,Product D,995,843,43,61,6.98
2025-12-16,Line 2,M202,Product B,1116,1005,45,37,7.38
2025-12-16,Line 3,M301,Product A,924,737,53,132,5.8
2025-12-16,Line 3,M302,Product D,823,810,32,134,5.77
2025-12-16,Line 4,M401,Product B,943,986,57,25,7.58
2025-12-16,Line 4,M402,Product A,828,779,24,147,5.55
2025-12-17,Line 1,M101,Product C,1024,1051,24,130,5.83
2025-12-17,Line 1,M102,Product B,1183,913,61,48,7.2
2025-12-17,Line 2,M201,Product B,1101,924,34,153,5.45
2025-12-17,Line 2,M202,Product A,1024,843,44,149,5.52
2025-12-17,Line 3,M301,Product C,1085,986,46,15,7.75
2025-12-17,Line 3,M302,Product B,1195,1172,51,102,6.3
2025-12-17,Line 4,M401,Product D,1182,1200,35,92,6.47
2025-12-17,Line 4,M402,Product D,916,813,29,60,7.0
2025-12-18,Line 1,M101,Product C,930,865,67,15,7.75
2025-12-18,Line 1,M102,Product B,861,811,35,111,6.15
2025-12-18,Line 2,M201,Product D,824,823,11,141,5.65
2025-12-18,Line 2,M202,Product C,808,743,9,139,5.68
2025-12-18,Line 3,M301,Product C,1075,964,51,172,5.13
2025-12-18,Line 3,M302,Product A,1176,908,20,152,5.47
2025-12-18,Line 4,M401,Product A,1072,854,40,32,7.47
2025-12-18,Line 4,M402,Product D,1112,1050,34,28,7.53
2025-12-19,Line 1,M101,Product D,941,837,64,48,7.2
2025-12-19,Line 1,M102,Product C,837,673,42,96,6.4
2025-12-19,Line 2,M201,Product D,1070,1053,65,15,7.75
2025-12-19,Line 2,M202,Product D,1094,916,58,14,7.77
2025-12-19,Line 3,M301,Product A,915,774,16,76,6.73
2025-12-19,Line 3,M302,Product B,1099,1046,51,146,5.57
2025-12-19,Line 4,M401,Product D,1134,1076,83,100,6.33
2025-12-19,Line 4,M402,Product B,896,879,21,88,6.53
2025-12-20,Line 1,M101,Product B,851,644,44,20,7.67
2025-12-20,Line 1,M102,Product B,1076,919,17,93,6.45
2025-12-20,Line 2,M201,Product C,917,868,20,87,6.55
2025-12-20,Line 2,M202,Product B,1017,1065,39,65,6.92
2025-12-20,Line 3,M301,Product C,813,643,34,41,7.32
2025-12-20,Line 3,M302,Product D,813,718,54,63,6.95
2025-12-20,Line 4,M401,Product D,825,729,32,60,7.0
2025-12-20,Line 4,M402,Product B,1194,1031,25,33,7.45
2025-12-21,Line 1,M101,Product B,1059,1084,76,41,7.32
2025-12-21,Line 1,M102,Product B,1187,964,71,164,5.27
2025-12-21,Line 2,M201,Product C,1183,1240,65,58,7.03
2025-12-21,Line 2,M202,Product B,846,837,31,132,5.8
2025-12-21,Line 3,M301,Product C,1060,830,37,14,7.77
2025-12-21,Line 3,M302,Product A,994,985,60,35,7.42
2025-12-21,Line 4,M401,Product C,984,1017,18,121,5.98
2025-12-21,Line 4,M402,Product C,917,962,19,176,5.07
2025-12-22,Line 1,M101,Product D,1041,785,24,175,5.08
2025-12-22,Line 1,M102,Product C,823,651,21,55,7.08
2025-12-22,Line 2,M201,Product A,865,783,15,130,5.83
2025-12-22,Line 2,M202,Product A,831,771,20,179,5.02
2025-12-22,Line 3,M301,Product C,990,925,29,117,6.05
2025-12-22,Line 3,M302,Product B,889,916,28,56,7.07
2025-12-22,Line 4,M401,Product C,856,843,9,137,5.72
2025-12-22,Line 4,M402,Product B,956,832,31,77,6.72
2025-12-23,Line 1,M101,Product C,814,801,29,17,7.72
2025-12-23,Line 1,M102,Product D,817,792,16,114,6.1
2025-12-23,Line 2,M201,Product A,1076,928,30,50,7.17
2025-12-23,Line 2,M202,Product A,807,689,20,33,7.45
2025-12-23,Line 3,M301,Product D,833,652,36,128,5.87
2025-12-23,Line 3,M302,Product D,1074,947,9,89,6.52
2025-12-23,Line 4,M401,Product D,1040,1060,42,42,7.3
2025-12-23,Line 4,M402,Product C,1136,1036,22,132,5.8
2025-12-24,Line 1,M101,Product D,1183,1182,84,60,7.0
2025-12-24,Line 1,M102,Product B,912,824,59,46,7.23
2025-12-24,Line 2,M201,Product B,1137,880,14,113,6.12
2025-12-24,Line 2,M202,Product C,1114,870,22,74,6.77
2025-12-24,Line 3,M301,Product B,1173,1111,53,128,5.87
2025-12-24,Line 3,M302,Product C,1189,1212,53,118,6.03
2025-12-24,Line 4,M401,Product C,1138,903,13,108,6.2
2025-12-24,Line 4,M402,Product A,901,940,10,46,7.23
2025-12-25,Line 1,M101,Product A,921,735,27,12,7.8
2025-12-25,Line 1,M102,Product D,1047,1054,34,170,5.17
2025-12-25,Line 2,M201,Product D,1031,1080,68,169,5.18
2025-12-25,Line 2,M202,Product C,1079,951,44,177,5.05
2025-12-25,Line 3,M301,Product C,972,1019,33,75,6.75
2025-12-25,Line 3,M302,Product C,1049,1029,68,179,5.02
2025-12-25,Line 4,M401,Product A,1142,1149,77,77,6.72
2025-12-25,Line 4,M402,Product A,1200,1031,13,149,5.52
2025-12-26,Line 1,M101,Product B,848,693,35,38,7.37
2025-12-26,Line 1,M102,Product A,1081,1041,26,98,6.37
2025-12-26,Line 2,M201,Product C,1031,908,19,139,5.68
2025-12-26,Line 2,M202,Product B,1003,998,74,59,7.02
2025-12-26,Line 3,M301,Product B,1148,937,11,60,7.0
2025-12-26,Line 3,M302,Product C,1069,994,28,154,5.43
2025-12-26,Line 4,M401,Product A,1072,920,38,145,5.58
2025-12-26,Line 4,M402,Product B,991,790,50,52,7.13
2025-12-27,Line 1,M101,Product B,1184,1142,80,166,5.23
2025-12-27,Line 1,M102,Product D,903,752,32,85,6.58
2025-12-27,Line 2,M201,Product D,1067,1111,71,129,5.85
2025-12-27,Line 2,M202,Product C,869,839,27,10,7.83
2025-12-27,Line 3,M301,Product A,928,893,47,63,6.95
2025-12-27,Line 3,M302,Product A,830,810,16,46,7.23
2025-12-27,Line 4,M401,Product D,882,863,59,72,6.8
2025-12-27,Line 4,M402,Product D,881,831,33,161,5.32
2025-12-28,Line 1,M101,Product B,927,927,18,67,6.88
2025-12-28,Line 1,M102,Product C,871,886,15,159,5.35
2025-12-28,Line 2,M201,Product B,905,799,50,80,6.67
2025-12-28,Line 2,M202,Product C,805,757,40,89,6.52
2025-12-28,Line 3,M301,Product A,1195,1121,71,69,6.85
2025-12-28,Line 3,M302,Product D,952,948,67,49,7.18
2025-12-28,Line 4,M401,Product A,1186,1213,55,79,6.68
2025-12-28,Line 4,M402,Product A,995,996,41,38,7.37
2025-12-29,Line 1,M101,Product D,1018,942,71,84,6.6
2025-12-29,Line 1,M102,Product B,1067,833,54,164,5.27
2025-12-29,Line 2,M201,Product C,923,932,72,120,6.0
2025-12-29,Line 2,M202,Product D,829,780,62,81,6.65
2025-12-29,Line 3,M301,Product C,928,874,29,117,6.05
2025-12-29,Line 3,M302,Product C,982,760,13,134,5.77
2025-12-29,Line 4,M401,Product B,1099,987,64,180,5.0
2025-12-29,Line 4,M402,Product C,853,894,70,153,5.45
2025-12-30,Line 1,M101,Product D,1110,1005,58,20,7.67
2025-12-30,Line 1,M102,Product A,1102,1103,23,157,5.38
2025-12-30,Line 2,M201,Product A,860,894,38,102,6.3
2025-12-30,Line 2,M202,Product D,1001,966,14,98,6.37
2025-12-30,Line 3,M301,Product D,1035,954,75,19,7.68
2025-12-30,Line 3,M302,Product D,1121,1091,65,16,7.73
2025-12-30,Line 4,M401,Product B,1090,876,48,94,6.43
2025-12-30,Line 4,M402,Product A,949,973,12,126,5.9
2025-12-31,Line 1,M101,Product C,983,978,53,100,6.33
2025-12-31,Line 1,M102,Product B,941,831,11,93,6.45
2025-12-31,Line 2,M201,Product D,1157,1211,45,51,7.15
2025-12-31,Line 2,M202,Product B,1085,1064,80,175,5.08
2025-12-31,Line 3,M301,Product C,1179,1026,54,54,7.1
2025-12-31,Line 3,M302,Product D,845,718,46,147,5.55
2025-12-31,Line 4,M401,Product B,962,960,21,33,7.45
2025-12-31,Line 4,M402,Product D,960,899,31,107,6.22
